N ,Parameter 1,Parameter 2,Parameter 3,Parameter 5,Parameter 6,Parameter 7,Parameter 8,Parameter 9,Parameter 10,Parameter 11,Parameter 12,Parameter 13,Parameter 14,Parameter 15,Parameter 16,Parameter 17,Parameter 18,Parameter 19,Parameter 20,Parameter 21,Parameter 22,Parameter 31,Parameter 32,Parameter 33,Parameter 34,Parameter 35,Parameter 36,Parameter 37,Parameter 38,Parameter 39,Populations
71,0.530452,3.234222,1.569219509,5.121364305,2.62,9.17,3.93,5.24,0.273921192,7.778949932,1.029169578,0,0,0,0,0,,,,,0,3,3,4,1.177852283,1.177852283,0,0,0,0,stim
80,0.775276,3.61176,1.338972212,4.191147925,2.62,3.93,1.31,2.62,0.1601412,5.544842339,0.567137369,0.017394444,0,0.008416667,0.008977778,0,0,0.483870968,0.516129032,0,0.014027778,2,1,7,2.060003883,2.060003883,0,0,0,0,stim
85,0.489648,2.726394,1.208045761,5.436980532,3.93,5.24,1.31,3.93,0.227134138,10.37020088,2.009191226,0,0,0,0,0,,,,,0,5,1,3,1.905664189,1.905664189,0,0,0,0,stim
98,0.367236,1.645492,0.586727492,5.76009574,2.62,3.93,1.31,2.62,0.22560975,7.069150063,0.469542481,0,0,0,0,0,,,,,0,4,1,3,1.577670435,1.577670435,0,0,0,0,stim
103,0.367236,1.682256,0.613238001,5.455274244,2.62,3.93,1.31,2.62,0.163956612,8.772137814,1.070650913,0,0,0,0,0,,,,,0,6,1,7,4.164336682,4.164336682,0,0,0,0,stim
3,9.629744,26.802976,5.936649776,3.311687842,10.48,15.72,5.24,9.17,0.774312794,17.46232593,4.994208113,0.276531534,0.022631481,0.011501633,0.16779931,0.07459911,0.081840509,0.041592481,0.606799911,0.269767099,0.0997816,9,2,3,0,0,0,0.568726152,0,0.140120936,stim
5,9.629744,34.823386,10.02114596,2.331537781,5.24,9.17,2.62,6.55,0.321387947,6.884246361,2.471380238,0.144285714,0,0,0.144285714,0,0,0,1,0,0.120580337,9,2,7,0,0,0,0,0,0,stim
7,2.081004,7.115046,1.935854202,2.590318911,7.86,28.82,18.34,10.48,0.859636545,15.3930826,5.290227439,0.128815048,0.077625234,0,0.051189814,0,0.602609986,0,0.397390014,0,0.062036113,7,2,3,0,0,0,0,0,0,stim
15,1.264924,6.92961,3.020948276,2.590320786,2.62,17.03,7.86,9.17,0.771636546,13.16130872,2.35293184,0.197511111,0,0,0.197511111,0,0,0,1,0,0.046615385,7,2,7,0,0,0,0,0,0,stim
31,0.530452,3.103932,1.44533474,3.322830862,5.24,9.17,3.93,5.24,0.3400563,6.787228407,1.918556637,0,0,0,0,0,,,,,0,7,3,2,0.451685731,0.451685731,0,0,0,0,stim
39,0.734472,2.591054,0.727390828,2.635060855,3.93,10.48,2.62,7.86,0.286585361,6.495344608,2.147270618,0.0202,0.0202,0,0,0,1,0,0,0,0.064527778,3,1,3,0,0,0,0,0,0,stim
63,0.530452,2.631252,1.038649297,4.676271946,6.55,9.17,6.55,2.62,0.682926893,13.16223185,1.20379288,0,0,0,0,0,,,,,0.0505,7,3,3,0.2424,0.202,0,0,0,0,stim
110,0.448844,3.028788,1.626419093,4.903477641,2.62,5.24,1.31,3.93,0.186807096,6.131653744,0.799949906,0,0,0,0,0,,,,,0,7,3,9,0.202,0.202,0,0,0,0,stim
1,16.158384,63.59263,19.91616814,5.225143012,10.48,55.02,3.93,49.78,9.559937477,116.6468445,31.19018188,14.58915996,3.624660032,3.637599078,6.873460286,0.453440559,0.248448851,0.249335746,0.471134754,0.031080649,2.797591615,5,2,11,0.64632865,0,0,0,0,0,Control
2,6.814268,24.66117,7.102288013,3.402401481,64.19,74.67,41.92,31.44,6.976089478,95.15743272,44.96728736,1.173898322,0.295163614,0.095228571,0.783506136,0,0.251438824,0.081121652,0.667439523,0,0.405529871,10,5,5,0,0,0.107151304,0.230787424,0.107151304,0.173090568,Control
4,3.305124,15.102126,5.491342816,4.86734936,41.92,49.78,27.51,18.34,14.92840004,126.8659213,13.54731821,8.18421604,0.815081609,0,0.010712121,7.358422309,0.099591898,0,0.001308876,0.899099226,0.386124342,6,5,19,0.005771429,0,0,0.461574848,0,0.395635584,Control
6,26.5226,83.11492,20.72678884,4.393620251,9.17,14.41,3.93,9.17,1.703168511,21.82117651,4.481702245,21.14417321,3.701529525,2.16894143,0.965621212,14.30808104,0.175061445,0.102578683,0.045668431,0.676691441,2.89773602,13,2,2,2.183203942,1.737669704,54.77076054,0.497606327,0,0,Control
11,8.528036,39.476052,14.5414775,4.156311463,20.96,20.96,2.62,15.72,3.339014769,36.45577785,9.313041679,26.27591689,1.018487395,0,25.25742949,0,0.03876125,0,0.96123875,0,0.561505638,2,2,1,0.353337576,0,0,0,0,0,Control
19,4.325224,12.619546,2.930009267,4.601790206,17.03,55.02,1.31,51.09,2.12082839,30.350806,15.50006534,0,0,0,0,0,,,,,0,9,6,4,0,0,0,0,0,0,Control
20,4.814872,23.819234,9.376936428,3.856500566,20.96,27.51,13.1,13.1,4.421882153,46.73584137,10.81302631,7.001716295,0,3.256151997,0,3.745564298,0,0.465050548,0,0.534949452,2.385734924,10,7,3,0,0,0,0,0,0,Control
31,1.83618,9.268366,3.722898827,2.555503712,17.03,23.58,6.55,17.03,1.728400111,31.18369851,10.24624643,3.823773935,1.562133333,0,2.192383459,0.069257143,0.408531822,0,0.57335593,0.018112248,2.183726316,5,1,4,0.885930163,0.808,0.131878528,0,0.024727224,0,Control
38,0.530452,2.669632,1.069170195,4.255329053,7.86,45.85,41.92,3.93,2.55261302,64.48822733,2.640826821,0,0,0,0,0,,,,,0,1,1,19,14.62881116,14.342,0.098908896,0,0,0,Control
43,0.856884,5.145344,2.458651268,5.038326508,3.93,7.86,1.31,6.55,0.671218157,21.93977874,1.955336038,0,0,0,0,0,,,,,0,1,1,3,15.605072,15.605072,0,0,0,0,Control
63,0.856884,5.674988,2.990873174,4.523861226,2.62,3.93,1.31,2.62,0.250868678,7.490294991,0.995779701,0,0,0,0,0,,,,,0,5,1,3,7.859850889,7.859850889,0,0,0,0,Control
73,0.652864,5.033436,3.088136698,6.53146353,11.79,11.79,3.93,7.86,0.840441942,17.50128041,2.77308173,0,0,0,0,0,,,,,0,5,1,1,0,0,0,0,0,0,Control
5,21.054864,61.426382,14.2609208,3.923085568,3.93,7.86,3.93,3.93,0.506057024,8.659130271,1.339622388,9.835453489,0.356693941,0.626702464,8.852057085,0,0.036266141,0.063718716,0.900015144,0,0,10,3,11,0,0,55.06752785,3.016721328,55.06752785,0,Control
7,12.200396,34.103458,7.586003589,2.901377721,6.55,7.86,2.62,3.93,1.342835188,13.27238316,3.375675344,0,0,0,0,0,,,,,0,1,1,5,16.18270904,16.18270904,0,0,0,0,Control
9,12.282004,50.760782,16.69465734,5.30094815,2.62,13.1,2.62,10.48,1.054699421,22.91914615,4.273046064,3.525260186,0.605523585,1.107592367,0.279952744,1.532191489,0.171767062,0.31418741,0.079413357,0.434632171,0.744734022,5,3,19,0,0,0,0.560483744,0,0.560483744,Control
12,15.138284,48.027924,12.12554079,3.174098409,2.62,3.93,1.31,2.62,0.335644633,4.488790307,0.85213073,0.049748002,0.026029321,0.021055431,0.0006332,0.00203005,0.52322344,0.423241742,0.012728159,0.040806659,0,12,3,4,0,0,0,0,0,0,Control
17,7.426328,28.94963,8.980531572,2.46723245,6.55,9.17,2.62,6.55,0.507284582,8.590699573,2.82555813,0,0,0,0,0,,,,,0,14,1,2,7.316751192,7.316751192,0,0,0,0,Control
18,7.303916,27.72854,8.37699724,3.399913145,5.24,27.51,15.72,11.79,1.950174093,32.97264843,5.699747482,12.7754566,2.105369048,1.68860179,0.019128788,8.962356971,0.164797949,0.132175455,0.001497308,0.701529288,1.223174567,3,1,10,12.43405886,11.25413773,0.174654545,0.901683955,0,0,Control
25,2.24422,11.360076,4.576012281,2.797826532,5.24,13.1,2.62,10.48,0.968831241,13.97226447,5.601735081,0,0,0,0,0,,,,,0,10,1,19,5.871914509,5.871914509,0,0,0,0,Control
27,4.406832,18.028904,5.869516043,3.06810371,10.48,36.68,11.79,24.89,1.065404654,22.82547145,5.692698518,4.004009836,1.618097573,0.018363636,1.369258772,0.998289855,0.40411928,0.004586312,0.34197188,0.249322528,4.445720875,2,2,5,32.40807166,31.59605456,0,0,0,0,Control
30,1.22412,4.921528,1.57458483,4.333730943,6.55,68.12,57.64,10.48,5.707810402,86.36107577,2.990856221,0.215974543,0,0.083378286,0.132596257,0,0,0.386056084,0.613943916,0,0.468474543,3,1,19,8.77788484,8.120299502,0.093893081,0.069763602,0,0,Control
33,1.795376,8.74559,3.390103422,3.767935928,7.86,24.89,2.62,22.27,1.552461863,31.02884738,14.85285673,0.060082051,0,0.060082051,0,0,0,1,0,0,0.138326087,3,1,1,27.57645766,26.97588805,0,0,0,0,Control
40,0.489648,3.04717,1.509035716,2.604987984,2.62,11.79,3.93,7.86,1.723278284,18.54057745,3.422368135,0,0,0,0,0,,,,,0,1,1,5,26.76557169,26.76557169,0,0,0,0,Control
47,1.346532,5.185542,1.589138574,5.14473663,3.93,6.55,3.93,2.62,0.584446728,12.16691378,1.381908874,0.217616807,0,0.1616,0,0.056016807,0,0.742589704,0,0.257410296,0,2,1,4,13.99642826,13.99642826,0,0.155150875,0,0,Control
50,2.570652,12.377348,4.742442249,3.302174564,2.62,9.17,1.31,7.86,0.236561775,6.428571273,1.554672487,0,0,0,0,0,,,,,0,3,3,1,33.82520007,33.82520007,0,0,0,0,Control
52,0.61206,4.692662,2.863087933,2.966606588,5.24,22.27,17.03,5.24,1.13525176,16.21339904,2.336929906,0,0,0,0,0,,,,,0.008977778,4,1,11,8.003891553,8.003891553,0.028744071,0,0,0,Control
55,1.591356,6.69226,2.239589387,4.287370574,2.62,5.24,2.62,2.62,0.242548794,5.534857663,0.910469113,0,0,0,0,0,,,,,0,3,2,15,18.16877431,18.16877431,0,0,0,0,Control
57,0.775276,3.010406,0.930216284,4.708202627,2.62,9.17,2.62,6.55,0.522312939,14.69073237,3.869261306,0,0,0,0,0,,,,,0,2,2,3,29.18113562,29.18113562,0,0,0,0,Control
58,1.101708,6.167868,2.747854762,2.59238557,3.93,6.55,2.62,3.93,0.760077596,10.44790168,2.299995823,0.367928571,0.115428571,0,0.101,0.1515,0.31372549,0,0.274509804,0.411764706,0.179555556,2,1,19,10.88201588,10.66781871,0,0,0,0,Control
60,0.775276,3.992732,1.636342149,3.163003337,3.93,5.24,2.62,2.62,0.471141845,6.74274138,0.719901961,0,0,0,0,0,,,,,0,2,1,2,17.37904508,17.37904508,0,0,0,0,Control
61,0.40804,1.85436,0.670618451,3.723814563,2.62,10.48,5.24,5.24,0.833196282,19.38893878,2.046736863,0.0101,0,0,0.0101,0,0,0,1,0,0,2,1,3,16.91260004,16.91260004,0,0,0,0,Control
62,0.571256,3.35118,1.56442545,2.581907597,3.93,9.17,5.24,3.93,0.399353951,6.518116373,0.924173933,0,0,0,0,0,,,,,0,3,2,2,27.87453619,27.87453619,0,0,0,0,Control
65,0.40804,1.85436,0.670618451,3.873685252,5.24,11.79,6.55,5.24,0.788489103,19.48800247,2.118664552,0,0,0,0,0,,,,,0,1,1,5,37.49644554,37.49644554,0,0,0,0,Control
66,0.571256,3.102316,1.340699436,2.954412827,2.62,6.55,1.31,5.24,0.370503604,5.79761498,2.0498301,0,0,0,0,0,,,,,0,4,2,5,17.96891905,17.96891905,0,0,0,0,Control
67,1.060904,6.075958,2.769131471,3.69589913,3.93,6.55,2.62,3.93,0.381255448,8.600235273,1.347698303,0,0,0,0,0,,,,,0,4,2,5,0,0,0,0,0,0,Control
70,0.734472,3.461472,1.298184854,2.709297324,2.62,3.93,1.31,2.62,0.236724913,4.866420105,0.646769079,0,0,0,0,0,,,,,0,1,1,2,29.11604204,29.11604204,0,0,0,0,Control
71,1.713768,8.877496,3.659477466,3.026800717,2.62,5.24,1.31,3.93,0.324230403,5.299032846,1.696680184,2.783483613,0.06565,0.210657143,0,2.507176471,0.023585553,0.075681115,0,0.900733332,0,4,2,13,0,0,0,0,0,0,Control
72,0.571256,3.369562,1.581634993,3.83402549,2.62,6.55,2.62,3.93,0.447291136,8.535469266,1.807563579,0,0,0,0,0,,,,,0,3,2,2,27.47497043,27.47497043,0,0,0,0,Control
74,0.530452,2.02303,0.613972177,5.305845268,2.62,11.79,1.31,10.48,0.490236402,15.09344978,5.215132513,0,0,0,0,0,,,,,0.077433333,2,2,2,29.04409586,28.99949034,0,0,0,0,Control
76,0.448844,2.11999,0.796823872,3.332907748,2.62,7.86,2.62,5.24,0.471363187,8.022792688,1.067565413,0,0,0,0,0,,,,,0,4,1,8,7.158898239,7.158898239,0,0,0,0,Control
77,0.571256,3.387944,1.598938677,4.61563346,2.62,3.93,1.31,2.62,0.32161209,6.947099145,1.139973694,0,0,0,0,0,,,,,0,2,2,2,21.90931893,21.90931893,0,0,0,0,Control
8,7.467132,26.567242,7.521929365,2.17983152,13.1,18.34,5.24,13.1,1.172645092,16.21621802,7.789394457,0.163015246,0.02565778,0.040945946,0.049057143,0.047354377,0.157394972,0.251178629,0.300935919,0.29049048,0.014908373,4,1,13,0,0,0,0,0,0,Control
23,3.549948,11.071014,2.747533171,2.391635467,9.17,22.27,2.62,19.65,0.89440167,12.4211631,7.649349796,0,0,0,0,0,,,,,0,3,1,4,0.571342279,0.571342279,0,0,0,0,Control
27,4.406832,18.028904,5.869516043,3.06810371,10.48,36.68,11.79,24.89,1.065404654,22.82547145,5.692698518,4.004009836,1.618097573,0.018363636,1.369258772,0.998289855,0.40411928,0.004586312,0.34197188,0.249322528,4.445720875,2,2,5,5.871914509,5.871914509,0,0,0,0,Control
36,1.0201,5.507934,2.36659991,1.951731954,3.93,41.92,24.89,17.03,2.803741217,28.91835198,11.98010732,0.484960317,0,0.158714286,0.281357143,0.044888889,0,0.327272727,0.580165289,0.092561983,0.318871429,2,1,5,1.504733881,1.470582198,0.008242408,0.45333244,0,0,Control
45,3.835576,18.371496,7.002426977,2.633097957,3.93,3.93,1.31,2.62,0.233124137,4.507680753,1.55233289,3.866628517,0.788625786,1.755193277,0.356560606,0.966248848,0.203956957,0.453933774,0.09221486,0.249894409,3.866628517,1,1,1,6.063365732,6.063365732,0,0,0,0,Control
53,0.530452,3.596812,1.940794361,2.953881079,5.24,19.65,5.24,14.41,1.095580697,19.40985592,9.93202888,0,0,0,0,0,,,,,0,3,1,3,0.728321358,0.728321358,0,0,0,0,Control
1,50.229724,55.168018,4.821743539,5.760376273,5.24,7.86,2.62,5.24,0.616301179,14.95562579,2.002144549,4.733271333,0,3.813638592,0,0.91963274,0,0.805708848,0,0.194291152,0,9,1,4,0,0,0,45.44863771,0,0,stim
11,8.97688,28.249498,7.074344187,2.365774196,2.62,11.79,2.62,9.17,0.615122974,6.278781749,2.614683444,23.80870396,17.34565693,0,4.377431818,2.085615219,0.728542677,0,0.183858467,0.087598856,0,3,1,4,0.510649648,0,0,0,0,0,stim
13,3.0603,10.252308,2.733187484,2.634551618,3.93,6.55,2.62,3.93,0.678574443,7.758520551,0.974804246,0.010088269,0,0,0,0.010088269,0,0,0,1,0.017100529,2,1,3,0,0,0,0,0,0,stim
16,1.917788,5.982432,1.485063694,6.002773588,5.24,6.55,1.31,5.24,0.522815466,20.30225497,3.171314937,0.019491228,0,0.016833333,0.002657895,0,0,0.863636364,0.136363636,0,0.09036048,1,1,4,8.044572332,8.044572332,0,0,0,0,stim
17,1.22412,6.49026,2.738358676,6.023277404,6.55,26.2,15.72,10.48,1.38700211,57.50304596,4.074824087,0.172581746,0.008657143,0.0101,0.0404,0.113424603,0.050162564,0.058522991,0.234091965,0.65722248,0.486242857,2,1,4,2.4543,2.424,0,0.304969096,0,0,stim
21,2.44824,8.289474,2.233521278,3.115988905,2.62,3.93,1.31,2.62,0.301467538,4.321502622,0.921372334,0,0,0,0,0,,,,,0.134754419,3,1,2,2.626,2.626,0,0,0,0,stim
38,0.734472,4.27836,1.98321383,3.085080074,2.62,14.41,6.55,7.86,0.525157213,10.73375137,2.116731938,0.026015152,0.016833333,0,0,0.009181818,0.647058824,0,0,0.352941176,0.189058009,2,1,5,3.494627187,3.451777513,0.016484816,0.008242408,0,0,stim
45,0.448844,2.460764,1.073580566,1.628050604,2.62,11.79,3.93,7.86,0.691252112,4.843741885,3.561790081,0,0,0,0,0,,,,,0,2,2,3,8.881110967,8.881110967,0,0,0,0,stim
84,0.61206,3.937586,2.015840854,4.114759664,2.62,5.24,2.62,2.62,0.21802935,6.231563776,1.197859319,0,0,0,0,0,,,,,0,2,1,5,1.577670435,1.577670435,0,0,0,0,stim
3,23.299084,48.493938,8.03204614,4.502485542,2.62,6.55,2.62,3.93,0.264327228,8.493284822,1.365967633,7.965128053,0.608740911,0.703045646,0,6.653341497,0.076425753,0.088265454,0,0.835308793,0,3,3,5,0,0,0,100.5408928,0,33.51363093,stim
4,24.196772,43.353442,6.181300695,4.858787826,3.93,6.55,2.62,3.93,0.269782722,9.343440102,1.588172452,0,0,0,0,0,,,,,0,8,3,3,0,0,0,0,0,0,stim
5,20.442804,44.564432,7.730835323,4.400021501,5.24,6.55,2.62,3.93,0.433974802,9.967619492,1.637392254,1.454925455,0,0,0,1.454925455,0,0,0,1,0.088726944,22,1,3,16.41304384,16.41304384,0.282661203,20.65344252,0,0,stim
7,14.199792,33.612396,6.331507069,3.52109545,3.93,9.17,5.24,3.93,0.284229785,9.270704487,2.191926975,0,0,0,0,0,,,,,0,4,3,4,0,0,0,0,0,0,stim
8,12.486024,22.480984,3.221043601,5.388128502,5.24,7.86,2.62,5.24,0.612138748,13.84580412,2.144579269,0.005194551,0,0.005194551,0,0,0,1,0,0,0.015097723,3,1,3,16.17135851,16.17135851,0,0,0,0,stim
14,6.243012,26.478766,8.936993654,2.709434474,5.24,6.55,2.62,3.93,0.233362108,6.469974572,1.850583448,0,0,0,0,0,,,,,1.86652722,31,1,6,15.34402424,15.34402424,0,0,0,0,stim
18,2.774672,17.420884,8.703999597,3.891883879,2.62,7.86,2.62,5.24,0.147613764,6.303565511,1.401111431,0,0,0,0,0,,,,,0,4,1,4,26.68388652,26.68388652,0,0,0,0,stim
19,1.264924,5.038486,1.597076854,3.622804096,3.93,5.24,2.62,2.62,0.430716187,8.781494357,1.400330263,0,0,0,0,0,,,,,0,9,4,3,15.3698168,15.3307221,0,0,0,0,stim
20,1.264924,8.195948,4.225947446,3.919097665,2.62,5.24,1.31,3.93,0.142219514,5.71872601,1.109902755,0,0,0,0,0,,,,,0,11,9,1,21.64795464,21.64795464,0,0,0,0,stim
22,3.753968,17.335842,6.370733675,3.018912518,2.62,5.24,1.31,3.93,0.155933827,4.371307115,1.137868495,0.435105072,0.054708333,0,0,0.380396739,0.125735913,0,0,0.874264087,0.187704443,8,2,2,5.656,5.656,0,0,0,0,stim
23,2.897084,13.135858,4.739646356,3.480490223,2.62,3.93,1.31,2.62,0.129683763,4.934211359,1.152369394,0,0,0,0,0,,,,,0,18,3,3,19.22823559,19.22823559,0,0,0,0,stim
24,2.162612,10.07374,3.73416069,3.604065665,2.62,3.93,1.31,2.62,0.115936868,4.727504274,0.890297867,0,0,0,0,0,,,,,0,11,5,2,22.02633787,22.02633787,0,0,0,0,stim
27,1.060904,5.718418,2.452820938,2.334156877,3.93,9.17,6.55,2.62,0.161828741,5.790051921,1.858947753,0,0,0,0,0,,,,,0,6,4,3,19.27592343,19.27592343,0,0,0,0,stim
28,2.366632,13.434818,6.069081625,1.860453386,5.24,10.48,6.55,3.93,0.264259398,5.005585953,1.223729656,5.562294444,1.422416667,0,4.139877778,0,0.255724806,0,0.744275194,0,0,5,1,4,18.9865857,17.56935571,0,0,0,0,stim
29,1.101708,5.354212,2.070688441,3.555121123,3.93,7.86,2.62,5.24,0.202888399,7.927702513,2.543181235,0,0,0,0,0,,,,,0,11,9,3,21.69032319,21.69032319,0,0,0,0,stim
30,1.101708,4.767806,1.641953238,2.526690554,3.93,6.55,1.31,6.55,0.489168435,6.124016649,3.640341944,0,0,0,0,0,,,,,0,3,1,6,21.07974288,21.07974288,0,0,0,0,stim
34,2.0402,10.369266,4.193855123,4.201592935,17.03,23.58,3.93,19.65,1.310188413,55.34771037,10.27826648,2.690807331,0.247690476,1.25047619,0,1.192640664,0.092050617,0.464721564,0,0.443227819,0.346241991,1,1,2,21.75930439,21.5790465,0.126932665,0,0,0,stim
35,0.693668,3.309366,1.256400432,3.532473805,2.62,5.24,1.31,3.93,0.150943384,4.053164065,1.178957629,0,0,0,0,0,,,,,0,6,4,2,15.9272869,15.9272869,0,0,0,0,stim
37,1.795376,11.389972,5.750161381,3.328003268,2.62,3.93,1.31,2.62,0.133361921,4.724004183,1.052839643,0,0,0,0,0,,,,,0.539311005,23,8,3,17.7909142,17.7909142,0,0,0,0,stim
39,0.897688,5.489552,2.671397547,2.791057879,2.62,3.93,1.31,2.62,0.098913655,3.137324966,0.976098209,0,0,0,0,0,,,,,0,9,4,4,18.89429004,18.89429004,0,0,0,0,stim
40,1.060904,4.295126,1.383776231,3.816967388,2.62,5.24,1.31,3.93,0.227866471,5.938568507,1.339579996,0.025709091,0,0,0.025709091,0,0,0,1,0,0.003206349,8,3,1,15.09468569,15.09468569,0,0,0,0,stim
44,0.40804,2.442382,1.163361208,4.310901329,2.62,5.24,1.31,3.93,0.218867928,10.06164786,1.89911856,0.0303,0,0.0303,0,0,0,1,0,0,0,7,1,4,20.94672795,20.94672795,0,0,0,0,stim
46,1.591356,8.02546,3.220791853,2.765173297,2.62,3.93,1.31,2.62,0.157232702,4.540545812,1.286503738,0,0,0,0,0,,,,,0,7,2,5,5.656,5.656,0,0,0,0,stim
48,1.346532,8.670446,4.442795597,3.680681062,2.62,5.24,1.31,3.93,0.221459895,7.992705216,0.917867755,0.903684211,0,0.550184211,0,0.3535,0,0.608823529,0,0.391176471,0.139617647,8,3,4,38.86330847,38.13522471,0,0.050525559,0,0,stim
55,0.530452,2.763158,1.145395527,3.06320866,2.62,7.86,1.31,6.55,0.438316405,10.06666598,4.096891306,0,0,0,0,0,,,,,0,3,1,3,8.612453833,8.543907537,0.131878528,0.049454448,0,0,stim
56,0.448844,2.838302,1.428275276,3.184865059,2.62,7.86,2.62,5.24,0.209834203,7.837332369,1.387833854,0,0,0,0,0,,,,,0,2,2,3,24.14723918,24.14723918,0,0,0,0,stim
61,0.40804,1.89274,0.698665531,5.140359944,5.24,7.86,1.31,6.55,0.241509438,13.22299569,2.725064434,0,0,0,0,0,,,,,0,5,3,2,39.9556817,39.9556817,0,0,0,0,stim
66,0.571256,2.763158,1.063581561,3.965175443,3.93,6.55,2.62,3.93,0.222821206,9.971803138,1.604840939,0,0,0,0,0,,,,,0,3,3,3,12.24893089,12.24893089,0,0,0,0,stim
69,1.0201,5.163726,2.080049965,2.498162657,3.93,7.86,2.62,5.24,0.212830171,5.709405236,2.529927307,0,0,0,0,0,,,,,0.305244444,2,2,4,36.98586352,36.98586352,0,0,0,0,stim
72,0.530452,2.801538,1.177435376,4.503920704,2.62,5.24,1.31,3.93,0.218674421,7.989039388,1.391191054,0,0,0,0,0,,,,,0.134666667,5,3,5,39.72945881,39.6954414,0.034969576,0.026822803,0,0,stim
73,0.448844,1.874358,0.622873422,3.499544717,2.62,9.17,5.24,3.93,0.349914253,8.03964978,1.265014965,0,0,0,0,0,,,,,0.0202,6,2,2,16.42671154,16.42671154,0.009602022,0,0,0,stim
74,0.897688,4.595702,1.872269817,3.797136498,2.62,5.24,1.31,3.93,0.128073186,5.54940381,1.068267444,0,0,0,0,0,,,,,0,13,8,4,21.2877717,21.2877717,0,0,0,0,stim
75,1.101708,5.377644,2.088852287,1.724296683,2.62,5.24,1.31,3.93,0.148148149,3.747793079,2.30839385,0.076952381,0.033666667,0.043285714,0,0,0.4375,0.5625,0,0,0,5,3,5,16.86427822,16.86427822,0,0,0,0,stim
76,0.571256,3.122314,1.358039851,3.226514734,3.93,3.93,1.31,2.62,0.132524714,5.317569512,1.650241806,0,0,0,0,0,,,,,0,5,3,2,39.50636658,39.50636658,0,0,0,0,stim
77,0.530452,2.51591,0.949585878,4.051718139,2.62,7.86,1.31,6.55,0.26560232,10.97096596,2.67605394,0.0101,0,0.0101,0,0,0,1,0,0,0,4,2,4,14.43954259,14.37610031,0,0,0,0,stim
81,1.264924,6.52864,2.68145891,3.282788528,2.62,3.93,1.31,2.62,0.152769312,4.469455942,0.897392318,0,0,0,0,0,,,,,0,10,4,4,37.17787912,37.17787912,0,0,0,0,stim
83,1.0201,5.940618,2.753028086,3.016755848,2.62,6.55,1.31,5.24,0.141635209,4.652360302,2.191163054,0.0606,0,0,0,0.0606,0,0,0,1,0.094266667,19,14,4,20.99634292,20.99634292,0,0,0,0,stim
88,0.571256,3.237656,1.460228323,3.532399152,2.62,3.93,1.31,2.62,0.152291119,4.838942698,1.159481942,0,0,0,0,0,,,,,0,3,1,3,10.22846303,10.22846303,0,0,0,0,stim
91,0.530452,2.726394,1.115119164,3.835749493,2.62,5.24,1.31,3.93,0.141751334,4.81854882,0.763203892,0,0,0,0,0,,,,,0.005771429,6,3,10,19.943856,19.943856,0,0,0,0,stim
101,0.40804,2.213516,0.955548485,2.791355796,3.93,3.93,1.31,2.62,0.18616353,4.941417976,1.720521854,0,0,0,0,0,,,,,0,5,1,3,8.343358077,8.343358077,0,0,0,0,stim
109,0.448844,2.213516,0.868680441,4.872552923,2.62,3.93,1.31,2.62,0.307032585,7.385506169,0.820769426,0,0,0,0,0,,,,,0.00505,5,1,3,17.52628637,17.29431467,0,0,0,0,stim
111,0.367236,1.911122,0.791446771,4.182620493,2.62,3.93,1.31,2.62,0.124388546,6.369831852,0.805582236,0,0,0,0,0,,,,,0,2,1,1,37.81070944,37.81070944,0,0,0,0,stim
112,0.489648,2.041412,0.677278794,3.685639057,2.62,9.17,5.24,3.93,0.112683438,4.842171793,1.054543739,0,0,0,0,0,,,,,0,3,3,1,12.83932085,12.83932085,0,0,0,0,stim
116,0.530452,3.331182,1.664718351,4.752873245,2.62,5.24,1.31,3.93,0.141267538,6.383610189,1.247394335,0.033666667,0,0,0,0.033666667,0,0,0,1,0.0505,5,2,3,38.37002722,38.32680524,0,0,0,0,stim
2,22.401396,37.972566,5.122181272,4.171258957,3.93,6.55,2.62,3.93,0.446243048,9.911360616,1.855936169,0.501607,0,0,0,0.501607,0,0,0,1,0.134595671,8,2,4,5.070273738,4.539385421,9.103123225,0,0,0,stim
6,13.05728,29.168396,5.185164198,4.797408914,9.17,13.1,3.93,9.17,1.263266563,24.46402307,6.043024352,14.18999021,0.037351238,0.146485667,0.240495167,13.76565814,0.002632224,0.010323169,0.016948226,0.97009638,0.169821498,6,2,2,4.634703969,4.120007767,0.008242408,0,0,0,stim
9,7.222308,27.367566,8.252517975,2.307676603,10.48,17.03,7.86,7.86,0.50477922,13.96696398,5.598904481,0.147804963,0.004208333,0.039470077,0.034529915,0.069596639,0.028472206,0.267041619,0.233618099,0.470868076,0.021546667,5,2,4,0,0,0,0,0.024727224,0,stim
10,4.733264,20.539966,7.092981851,2.081175866,5.24,11.79,3.93,7.86,0.378822356,9.308775371,4.386634702,0.062647267,0.016676987,0.009434066,0.036536214,0,0.266204535,0.150590223,0.583205242,0,0.081041282,6,2,3,0,0,0,0,0,0,stim
12,4.0804,17.92548,6.266556862,1.821881814,10.48,15.72,3.93,11.79,1.018742085,12.79108414,9.683661407,0.334936979,0,0.303651613,0,0.031285366,0,0.906593276,0,0.093406724,0.030658507,6,1,10,6.143590156,6.143590156,0,0.004882466,0,0,stim
